##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	patagonia1_E1_L1_P1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	156508
Sequences flagged as poor quality	0
Sequence length	101
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1110	40-41	-1.6660198826838197
1110	42-43	-2.4166285514060277
1110	44-45	-2.744012201989918
1110	46-47	-2.651690433541816
1110	48-49	-3.098012492277533
1110	50-51	-2.765565141977035
1110	52-53	-2.900258079114394
1110	54-55	-3.449031459948337
1110	56-57	-3.630933783044526
1110	58-59	-3.8565780244175443
1110	60-61	-4.2531039762825245
1110	62-63	-4.519474657859579
1110	64-65	-4.647969629925882
1110	66-67	-4.081332219391733
1110	68-69	-3.548534652617313
1110	70-71	-3.8163365605995594
1110	72-73	-3.627072565769218
1110	74-75	-3.4518551938966766
1110	76-77	-3.7902384214125995
1110	78-79	-3.265610956461529
1110	80-81	-3.4332998828408847
1110	82-83	-3.1197294597708414
1110	84-85	-3.5022141340440243
1110	86-87	-3.3166335672103173
1110	88-89	-3.4221199320703306
1110	90-91	-3.0209067066432773
1110	92-93	-3.2880918041448126
1110	94-95	-2.6714037908223744
1110	96-97	-3.2769024509787066
1110	98-99	-3.6128014876302323
1110	100-101	-3.6894032409671844
1111	1	-0.11117293530998396
1111	2	-0.3057831482399038
1111	3	-0.06403647097306475
1111	4	-0.11482930649040668
1111	5	-0.17357443768297998
1111	6	-0.18158376358407224
1111	7	-0.32460232228786623
1111	8	-0.06462270583219976
1111	9	0.11729649302368728
1111	10-11	-0.205346286713187
1111	12-13	-0.1558238966038914
1111	14-15	0.19890572342595902
1111	16-17	-0.056528489499669377
1111	18-19	-0.4393796538915993
1111	20-21	-0.6652346139458913
1111	22-23	-0.7894263999227746
1111	24-25	-0.9430800974348514
1111	26-27	-1.0590626022981766
1111	28-29	-1.3333968379085803
1111	30-31	-1.8683543178584898
1111	32-33	-2.058981688113363
1111	34-35	-1.8901402195365407
1111	36-37	-2.775365792718503
1111	38-39	-2.733678568347287
1111	40-41	-2.6265614239937065
1111	42-43	-3.5311390813759473
1111	44-45	-3.3807166685485797
1111	46-47	-3.3666869621231683
1111	48-49	-3.9324952508982207
1111	50-51	-3.308795875603508
