##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	patagonia1_E1_L1_P1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	156508
Sequences flagged as poor quality	0
Sequence length	101
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1111	52-53	-3.6774161443770623
1111	54-55	-3.2979090345838387
1111	56-57	-2.5924936071593123
1111	58-59	-2.3005030417746326
1111	60-61	-3.236117167673406
1111	62-63	-2.368074519002832
1111	64-65	-2.445747921987902
1111	66-67	-2.625534950241075
1111	68-69	-2.296185659328728
1111	70-71	-1.822214829518785
1111	72-73	-1.8143903162899306
1111	74-75	-1.984486529235717
1111	76-77	-2.1531173846155625
1111	78-79	-1.3973397229507682
1111	80-81	-1.0064542452569967
1111	82-83	-1.197327238062904
1111	84-85	-0.5637045297857526
1111	86-87	-0.4426229215264499
1111	88-89	-0.2554686939310109
1111	90-91	0.21142377241249832
1111	92-93	0.2743474460287558
1111	94-95	-0.43194533213225483
1111	96-97	-0.007011222096501513
1111	98-99	-0.010695493647357779
1111	100-101	0.06708831191409104
1112	1	0.04225823260370021
1112	2	-0.21375013709703694
1112	3	-0.042553538504613186
1112	4	0.036739365035877825
1112	5	-0.18057485513907068
1112	6	-0.001981310226760513
1112	7	0.14811852803806858
1112	8	-0.007623893976443696
1112	9	-0.16801868632187222
1112	10-11	-0.18336561814120955
1112	12-13	-0.05834790032888293
1112	14-15	0.020507470319124366
1112	16-17	-0.296983195514251
1112	18-19	0.004344054402935171
1112	20-21	-0.12772779014447622
1112	22-23	0.1418378497801882
1112	24-25	0.0398684270184404
1112	26-27	0.1431627597646994
1112	28-29	0.12076327255672936
1112	30-31	0.46199795085478
1112	32-33	0.5312851626621367
1112	34-35	0.7511686658557082
1112	36-37	0.8890316254761643
1112	38-39	0.7777372500272008
1112	40-41	0.8869416748149419
1112	42-43	1.0666580349658545
1112	44-45	1.0674545526710304
1112	46-47	1.2093061016833957
1112	48-49	1.0076961366615862
1112	50-51	0.9063866811544656
1112	52-53	1.3258432243008826
1112	54-55	1.1527669231567614
1112	56-57	1.1448622902107104
1112	58-59	1.0055404378824164
1112	60-61	0.9263053621104831
1112	62-63	1.0232905624011082
1112	64-65	1.4625401869360175
1112	66-67	1.2469964392454571
1112	68-69	0.9447667827893866
1112	70-71	1.3390998360346629
1112	72-73	1.1405565383390126
1112	74-75	1.2453069905613319
1112	76-77	1.0681182854014537
1112	78-79	1.2222293339195929
1112	80-81	1.5384704520873456
1112	82-83	1.411404016553199
1112	84-85	1.0045174284044123
1112	86-87	1.1601194438439677
1112	88-89	1.2491554350308114
1112	90-91	0.8564897625862251
1112	92-93	1.0198276810886533
1112	94-95	1.4356247523223225
1112	96-97	1.1676941502422196
1112	98-99	1.3820343480404524
1112	100-101	1.1358401182144675
1113	1	-0.46046087114235945
1113	2	-0.4380470212142029
1113	3	-0.5001798659640606
1113	4	-0.24702770229986726
1113	5	-0.41665841214688726
1113	6	-0.45393603073090816
1113	7	-0.4425921733273199
1113	8	-0.2851825355915665
1113	9	-0.635494471127565
1113	10-11	-0.4997152505370579
1113	12-13	-0.4209573063272458
1113	14-15	-0.7446693297742399
1113	16-17	-0.8502099430927288
1113	18-19	-0.6669128017063031
1113	20-21	-0.7703582020945277
1113	22-23	-0.9440998325631398
1113	24-25	-1.0719882657111626
1113	26-27	-0.4975304366409503
1113	28-29	-0.6518122905194801
1113	30-31	-0.5507573298080786
1113	32-33	-0.4189424018144621
1113	34-35	-0.4769793094039514
1113	36-37	-0.591129420153429
1113	38-39	-0.904279321334684
1113	40-41	-0.40168010135496957
1113	42-43	-0.38214579278534444
1113	44-45	-0.3222291910563584
1113	46-47	-0.7664086841726032
1113	48-49	-0.5495684216299281
1113	50-51	-0.8539587500510422
1113	52-53	-0.7341521077098605
1113	54-55	-0.7355747736573335
1113	56-57	-0.3728177191252655
1113	58-59	-0.6598580917009684
1113	60-61	-0.2361990141294541
1113	62-63	-0.398112168372613
1113	64-65	-0.3700890580167169
1113	66-67	-0.6339815045052717
1113	68-69	-0.48024196969048205
1113	70-71	-0.5170093949141119
1113	72-73	-0.518073406812114
1113	74-75	-0.695421215763794
1113	76-77	-0.9782115080400189
1113	78-79	-0.4164099472100631
1113	80-81	-0.6186657364994232
1113	82-83	-0.48036865236966264
1113	84-85	-0.42870698517943495
1113	86-87	-0.631688234998375
1113	88-89	-0.7832637504050659
1113	90-91	-0.7196451423034951
1113	92-93	-1.0414980278622217
1113	94-95	-0.6924298631520642
1113	96-97	-0.7588200287751725
1113	98-99	-0.9239873581096312
1113	100-101	-0.5783855790664312
1114	1	-0.183894029524577
1114	2	-0.2649483282019567
1114	3	-0.14089201992104705
1114	4	-0.21977649307891056
1114	5	-0.19416175680058956
1114	6	-0.2696816312248842
1114	7	-0.3975782801504124
1114	8	-0.3818996293447867
1114	9	-0.26157247874309064
1114	10-11	-0.28268324477395623
1114	12-13	-0.345923859790247
1114	14-15	-0.3021562084404934
1114	16-17	-0.6076144918217565
1114	18-19	-0.2793960784377987
1114	20-21	-0.5489318359321302
1114	22-23	-0.2660922170439477
1114	24-25	-0.29973345455545797
1114	26-27	-0.42479193710406093
1114	28-29	-0.1444437611379783
1114	30-31	-0.017732733739329376
1114	32-33	0.2826630319613983
1114	34-35	0.21484944432662445
1114	36-37	0.28789702833890374
1114	38-39	0.14775319899052874
1114	40-41	-0.017394828122490935
1114	42-43	0.3516094814762596
1114	44-45	0.4543582330457312
1114	46-47	0.5707015350308566
1114	48-49	0.6645511626038925
1114	50-51	0.6937102836013196
1114	52-53	0.6342537788806553
1114	54-55	0.41129154310709737
1114	56-57	0.6865112918863616
1114	58-59	0.817130690845083
1114	60-61	0.9861947287953186
1114	62-63	1.254146759279955
1114	64-65	0.6601054464599727
1114	66-67	0.8575590944450227
1114	68-69	0.5539969929523068
1114	70-71	0.8940228166738251
1114	72-73	0.9934424931570192
1114	74-75	0.8104756659898342
1114	76-77	0.6946299039184112
1114	78-79	0.8190536732489377
1114	80-81	0.8190207922646024
1114	82-83	0.7645423283857156
1114	84-85	0.5390196794289821
1114	86-87	0.4058747988598128
1114	88-89	0.7323686464252326
1114	90-91	0.9672643976779831
1114	92-93	0.7139306023734484
1114	94-95	0.5021157785068873
1114	96-97	0.5940563734065734
1114	98-99	1.0113218937170707
1114	100-101	0.8928606903582903
1115	1	-0.6816075956986118
1115	2	-0.6059693810660747
1115	3	-0.4282094918100583
1115	4	-0.2814549785097995
1115	5	-0.13495747995431628
1115	6	-0.7869458634470305
1115	7	-0.5871203306507766
1115	8	-0.2696545059657254
1115	9	-0.42323550037032476
1115	10-11	-0.6641642353410404
1115	12-13	-0.8829928062633954
1115	14-15	-1.421249587723409
1115	16-17	-1.0920181412794179
1115	18-19	-1.4419096092659984
1115	20-21	-1.3296992824163283
1115	22-23	-1.2915522652026539
1115	24-25	-1.6901724056677452
1115	26-27	-1.7039025474824783
1115	28-29	-1.5844773396830618
1115	30-31	-1.4621734963257609
1115	32-33	-1.732248492990557
1115	34-35	-1.5182894869036332
1115	36-37	-1.2088666184678232
1115	38-39	-1.4272904310269325
1115	40-41	-1.3185744954298002
1115	42-43	-1.2057060022094248
1115	44-45	-1.25968290067199
1115	46-47	-1.025494369270291
1115	48-49	-1.5005580781233547
1115	50-51	-1.297375938149628
1115	52-53	-1.075181350463012
1115	54-55	-1.2555849894662998
1115	56-57	-0.7036183831528504
1115	58-59	-0.6899053398174289
1115	60-61	-1.0457380257499338
1115	62-63	-0.4910760299484096
1115	64-65	-0.6165199097597807
1115	66-67	-0.5956849906500779
1115	68-69	-0.5961786316749027
1115	70-71	-0.5601711877885833
1115	72-73	-0.7368577255453488
1115	74-75	-0.9880530635482359
1115	76-77	-0.990725874021372
1115	78-79	-0.2641305448348845
1115	80-81	-0.5306820817937634
1115	82-83	-0.4978121461763294
1115	84-85	-0.7069983911301421
1115	86-87	-0.8343443453291144
1115	88-89	-0.8550681176633965
1115	90-91	-0.7834811785696196
1115	92-93	-0.7514967508861012
1115	94-95	-0.6815500266050059
1115	96-97	-0.2587944892527645
1115	98-99	-0.08160452066868729
1115	100-101	-0.468208079385672
1116	1	-0.9587723157952688
1116	2	-0.7723809799384078
1116	3	-0.6468965639002704
1116	4	-0.6894292032379497
1116	5	-0.5082156354114247
1116	6	-0.6085326536202089
1116	7	-1.081804180832009
1116	8	-0.8519742804320956
1116	9	-1.6675770227223126
1116	10-11	-1.4281392655464344
1116	12-13	-1.1707696890664607
1116	14-15	-1.325719986434649
1116	16-17	-1.2556508436555802
1116	18-19	-1.2898959161528296
1116	20-21	-0.9179191777042846
1116	22-23	-1.1230866993548858
1116	24-25	-1.3755529936661333
1116	26-27	-1.9424647705996705
1116	28-29	-1.9847391197877755
1116	30-31	-1.763140069020082
1116	32-33	-2.1099367732966385
1116	34-35	-2.240862986702261
1116	36-37	-3.8700224783147803
1116	38-39	-3.4419903907530625
1116	40-41	-5.075038450323078
1116	42-43	-4.228299638939184
1116	44-45	-5.018945888992569
1116	46-47	-5.494926507812373
1116	48-49	-4.778649097052067
1116	50-51	-5.760525354178622
1116	52-53	-5.4359344716873395
1116	54-55	-5.3235672689669045
1116	56-57	-6.535575692858849
1116	58-59	-6.127400305584647
1116	60-61	-6.151114586362098
1116	62-63	-6.183665639291938
1116	64-65	-6.795980240005456
1116	66-67	-6.539422405068123
1116	68-69	-6.371611575694239
1116	70-71	-5.38530207784094
1116	72-73	-5.908504926511924
1116	74-75	-6.113526281429834
1116	76-77	-5.742095185338329
1116	78-79	-5.403276738954897
1116	80-81	-5.6409921905331935
1116	82-83	-5.53524670115015
1116	84-85	-5.602346760038721
1116	86-87	-5.794352400101566
1116	88-89	-5.712438234457597
1116	90-91	-5.568519438738768
1116	92-93	-5.477614350563911
1116	94-95	-4.434268512307785
1116	96-97	-5.019608021270482
1116	98-99	-5.497814750229704
1116	100-101	-5.475477511524215
1201	1	0.6692883559273781
1201	2	0.7392116527809875
1201	3	0.6678379973131641
1201	4	0.5305057913449289
1201	5	0.6405384274271455
1201	6	0.6466136085683019
1201	7	0.4748588744225941
1201	8	0.5552846578127628
1201	9	0.5823688060967527
1201	10-11	0.6844826196106553
1201	12-13	0.8035531711718988
1201	14-15	1.0597621370756372
1201	16-17	1.0065918432349932
1201	18-19	0.9062579300010185
1201	20-21	0.8229258927182528
1201	22-23	1.1482567459322155
1201	24-25	1.0911859012417722
1201	26-27	1.2691820333006518
1201	28-29	1.144838345000963
1201	30-31	1.3040863665162163
1201	32-33	1.3519267153274157
1201	34-35	1.4014988767863628
1201	36-37	1.527214791457702
1201	38-39	1.5162977999294895
1201	40-41	1.3478217880301173
1201	42-43	2.01503730580621
1201	44-45	1.90846472855889
1201	46-47	2.184759299338225
1201	48-49	2.0886315096651558
1201	50-51	2.4233858050846493
1201	52-53	2.388280046189152
1201	54-55	2.479574659527138
1201	56-57	2.436526148961306
1201	58-59	2.8325671917067936
1201	60-61	2.7881053486324845
1201	62-63	2.7645467117373173
1201	64-65	2.8002819485102535
1201	66-67	2.613665352244986
1201	68-69	2.488789291044654
1201	70-71	2.4013176404689176
1201	72-73	2.1664679878976116
1201	74-75	2.325585311202886
1201	76-77	2.2770272415305755
1201	78-79	2.2570699566030683
1201	80-81	1.9068409622295377
1201	82-83	2.1675702002582966
1201	84-85	2.121001018942863
1201	86-87	2.1487136887391713
1201	88-89	2.0268358717179176
1201	90-91	1.8147416663533242
1201	92-93	1.6891787155249283
1201	94-95	1.876944922145082
1201	96-97	1.6040106136157632
1201	98-99	1.4336045347107067
1201	100-101	1.2223014700575838
1202	1	0.24028576897710252
1202	2	0.41411823513223567
1202	3	0.443108668962104
1202	4	0.10020972925812544
1202	5	0.1346938360694736
1202	6	0.11307906799150658
1202	7	0.0972120410413595
1202	8	0.4009299581864312
1202	9	0.09113569313326053
1202	10-11	0.19281834826831812
1202	12-13	0.2872889189921466
1202	14-15	0.433097386668436
1202	16-17	0.5575882981549896
1202	18-19	0.34843480074931676
1202	20-21	0.2790195978059202
1202	22-23	0.6855998521888012
1202	24-25	0.59650352124752
1202	26-27	0.7346414565065515
1202	28-29	0.750975165926512
1202	30-31	0.6709781936696118
1202	32-33	0.8231349169179083
1202	34-35	0.8434122618586954
1202	36-37	0.8348702480065171
1202	38-39	1.0831273486503932
1202	40-41	1.4407124654278363
1202	42-43	1.3892827786432278
1202	44-45	1.6509913166589243
1202	46-47	1.4162194890479043
1202	48-49	1.7477768579453183
1202	50-51	1.8519811868993443
1202	52-53	1.6259441259055407
1202	54-55	1.488102014130952
1202	56-57	1.43786753058437
1202	58-59	1.6871470518198564
1202	60-61	1.5854369573322984
1202	62-63	1.414398201629048
1202	64-65	1.5327481744372378
1202	66-67	1.7261976891233957
1202	68-69	1.3004449392194175
1202	70-71	1.3303441806624647
1202	72-73	1.281395649102933
1202	74-75	1.34793368717299
1202	76-77	1.5836766618620857
1202	78-79	1.351302015623851
1202	80-81	1.1741831103563953
1202	82-83	1.3868621423872582
1202	84-85	1.52614617559707
1202	86-87	1.4358412158063345
1202	88-89	1.5007747430410951
1202	90-91	1.5849342504292032
1202	92-93	1.47144373420846
1202	94-95	1.3292061083096876
1202	96-97	0.975525416720096
1202	98-99	1.2824835229257125
1202	100-101	1.5069139065814916
1203	1	0.12283746515225857
1203	2	0.33113404807993163
1203	3	0.4488752139907106
1203	4	0.33807971168818085
1203	5	0.22831009051827067
1203	6	0.4454663275310864
1203	7	0.23164462202076663
1203	8	0.435799535156292
1203	9	0.6725656160958238
1203	10-11	0.602400724265074
1203	12-13	0.578364289537717
1203	14-15	0.5768780777528235
1203	16-17	0.5476094721875171
1203	18-19	0.551953294239425
1203	20-21	0.6506238686533266
1203	22-23	0.7216407586175961
1203	24-25	0.6839477704703896
1203	26-27	0.9795168901237048
1203	28-29	0.9089694894837521
1203	30-31	1.0999776080048775
1203	32-33	1.0988253255316849
1203	34-35	1.0546795502310076
1203	36-37	1.0676494524035078
1203	38-39	1.5141991151053134
1203	40-41	1.3145692929270467
1203	42-43	1.4271257303934632
1203	44-45	1.4162298624083505
1203	46-47	1.410880929783147
1203	48-49	1.4350544179759552
1203	50-51	1.3459443350725167
1203	52-53	1.1597099501160244
1203	54-55	1.4037888186540854
1203	56-57	1.4772872719908676
1203	58-59	1.820791237971136
1203	60-61	2.215747359638918
1203	62-63	1.8801142893886507
1203	64-65	1.7043254146048312
1203	66-67	1.7207915531590743
1203	68-69	1.8415315725482486
1203	70-71	1.5789363327550845
1203	72-73	1.83739420746668
1203	74-75	1.638918955452489
1203	76-77	1.1527850999393081
1203	78-79	1.175174611019635
1203	80-81	1.3110709780862706
1203	82-83	1.283627471035274
1203	84-85	1.2726659755700425
1203	86-87	1.4505278851760721
1203	88-89	1.7434201455729657
1203	90-91	1.245158605071726
1203	92-93	0.9864457615094402
1203	94-95	1.436337702669288
1203	96-97	1.367605427532375
1203	98-99	0.9754150001523705
1203	100-101	1.3243441899531128
1204	1	-0.3459034236810936
1204	2	-0.1179058952746388
1204	3	0.22683347964109402
1204	4	0.06093364146451563
1204	5	0.20644329056825228
1204	6	0.3179308200130748
1204	7	0.297828136536161
1204	8	0.38706780955339326
1204	9	0.514958052265591
1204	10-11	0.41634549497606343
1204	12-13	0.10400050928864601
1204	14-15	0.5754411166132485
1204	16-17	0.31532158014703526
1204	18-19	0.4880189362903309
1204	20-21	0.5924581807862808
1204	22-23	0.5335654535236785
1204	24-25	0.6695365080271429
1204	26-27	0.9102928491390827
1204	28-29	0.6759527041115945
1204	30-31	0.7863035691027989
1204	32-33	0.9010453263647022
1204	34-35	1.1119913916238104
1204	36-37	1.183605968709891
1204	38-39	1.1729104316949304
1204	40-41	1.4649712255356562
1204	42-43	1.4310617543844657
1204	44-45	1.5984948463726951
1204	46-47	1.467047367369048
1204	48-49	1.687001604447694
1204	50-51	1.7939013511914794
1204	52-53	1.8101951848196762
1204	54-55	1.8107820295333354
1204	56-57	1.6508055359752092
1204	58-59	1.6591018714835712
1204	60-61	1.8875162796272562
1204	62-63	1.8104320868812565
1204	64-65	1.8046003115184917
1204	66-67	1.864883352067821
1204	68-69	1.7099559134204156
1204	70-71	1.5857671045489994
1204	72-73	1.752259466327942
1204	74-75	1.7996086967994884
1204	76-77	1.8277403250632176
1204	78-79	1.3966748817514443
1204	80-81	1.422674959926404
1204	82-83	1.8065771982209213
1204	84-85	1.6152874925011886
1204	86-87	1.5437221040106763
1204	88-89	1.4813934056004605
1204	90-91	1.1451960910145011
1204	92-93	1.3160721516131595
1204	94-95	1.4929206507304364
1204	96-97	1.5202565167072635
1204	98-99	1.2598291781689461
1204	100-101	1.7289008145522224
1205	1	0.15955347605993353
1205	2	0.18587693861363164
1205	3	0.22697221438026816
1205	4	0.08715450716928785
1205	5	0.08047214739400488
1205	6	0.10187458619878953
1205	7	0.20880667889650084
1205	8	0.03343295938690716
1205	9	0.2533505790876376
1205	10-11	0.5479353950870447
1205	12-13	0.5364135688520975
1205	14-15	0.3975831809861674
1205	16-17	0.5558876178828811
1205	18-19	0.5275814594127866
1205	20-21	0.3034043517074849
1205	22-23	0.12702642281705323
1205	24-25	-0.25688783529509607
1205	26-27	-0.33748739503406
1205	28-29	-0.3215038256701206
1205	30-31	-0.20047038576215925
1205	32-33	-1.00116980497085
1205	34-35	-0.5488946609104133
1205	36-37	-1.1460971389482637
1205	38-39	-1.6475899382643746
1205	40-41	-1.041780531771039
1205	42-43	-0.5350869692559357
1205	44-45	-1.3436065224767333
1205	46-47	-0.9360464173146426
1205	48-49	-0.6641128979570468
1205	50-51	-1.0156158519161806
1205	52-53	-0.8971901277959375
1205	54-55	-0.7976622915913438
1205	56-57	-0.7100666430850993
1205	58-59	-0.4038143327339654
1205	60-61	-0.2379924144163965
1205	62-63	-0.4937900736810761
1205	64-65	-0.8541815974715163
1205	66-67	0.4522631152938672
1205	68-69	0.44337711208856945
1205	70-71	0.8507273339237642
1205	72-73	0.6269588743930541
1205	74-75	0.7811569764887167
1205	76-77	0.6336966698652873
1205	78-79	0.6510219035790357
1205	80-81	0.7755236465708819
1205	82-83	0.7103415341439643
1205	84-85	0.8175627422237213
1205	86-87	0.38732180804322525
1205	88-89	0.9143151592075576
1205	90-91	0.7510506970078445
1205	92-93	1.251005558938349
1205	94-95	1.0021002659727536
1205	96-97	0.9456634719421899
1205	98-99	0.7531467882318346
1205	100-101	0.22520122150745792
1206	1	0.5400560081986185
1206	2	0.4900744454309276
1206	3	0.3362924325337602
1206	4	0.31821216201930724
1206	5	0.2879127395248915
1206	6	0.4852014268688336
1206	7	0.48992276771613064
1206	8	0.5152697338317864
1206	9	0.3215722386123758
1206	10-11	0.36067886996044507
1206	12-13	0.45915899152447537
1206	14-15	0.3682688062296364
1206	16-17	0.6072121211941379
1206	18-19	0.6546023008619457
1206	20-21	0.5181735375275025
1206	22-23	0.7183295003394505
1206	24-25	0.8561332009339679
1206	26-27	1.0556758305210607
1206	28-29	1.0381085623314306
1206	30-31	0.9211696609850151
1206	32-33	1.0425339348032097
1206	34-35	0.9917656429462411
1206	36-37	1.1934772669730478
1206	38-39	1.375126267423198
1206	40-41	1.6357613459071842
1206	42-43	1.705271425757708
1206	44-45	1.8897397961831857
1206	46-47	1.6294239761407567
1206	48-49	1.75293521267794
1206	50-51	1.4485933416950374
1206	52-53	1.6232861090564228
1206	54-55	1.9633914676607063
1206	56-57	1.248810450798814
1206	58-59	0.9135064697592128
1206	60-61	1.3481976907647493
1206	62-63	0.9496507132297083
1206	64-65	0.7837956132803257
1206	66-67	0.34330810945047574
1206	68-69	0.3580878639389766
1206	70-71	0.24781050494051726
1206	72-73	0.0095796379302584
1206	74-75	-0.1392267399117486
1206	76-77	-0.5558241715838719
1206	78-79	-0.7221763823578513
1206	80-81	-0.9240283596620813
1206	82-83	-0.8355778269779677
1206	84-85	-1.0154134946286355
1206	86-87	-1.1190085386649855
1206	88-89	-1.180420914029682
1206	90-91	-1.5660996730739676
1206	92-93	-1.2552760927951887
1206	94-95	-1.6100199132247504
1206	96-97	-1.9933217247855097
1206	98-99	-1.3358432779933302
1206	100-101	-1.7220134259409257
1207	1	0.36551282314955813
1207	2	0.2474337602951806
1207	3	0.13199993227371465
1207	4	0.1426287911237054
1207	5	0.03781738915562727
1207	6	0.13452010513935164
1207	7	0.24010480023927983
1207	8	0.08636643644265263
1207	9	-0.10386377262162938
1207	10-11	0.05311325156996105
1207	12-13	0.30025326703503197
1207	14-15	0.24628967929229617
1207	16-17	-0.031808717195652036
1207	18-19	0.07641499806384644
1207	20-21	-0.12812860178804897
1207	22-23	0.014730457310434986
1207	24-25	0.42501084040555526
1207	26-27	0.539552949899722
1207	28-29	0.7715436027253162
1207	30-31	0.7315437811611503
1207	32-33	0.7625159049151975
1207	34-35	0.9031764816827561
1207	36-37	1.348725004568827
1207	38-39	1.373756689391918
1207	40-41	1.2285459234183662
1207	42-43	1.0482206993612593
1207	44-45	1.4837725967102031
1207	46-47	1.0242438506249982
1207	48-49	1.2324262150703689
1207	50-51	1.2235664702273397
1207	52-53	1.4928814767621148
1207	54-55	1.5794935445651177
1207	56-57	1.7885282137057885
1207	58-59	1.8231836654181706
1207	60-61	1.7736337019987545
1207	62-63	1.9827459595803916
1207	64-65	1.6190821844810515
1207	66-67	2.388608203067193
1207	68-69	1.7572245096863526
1207	70-71	1.4921848331538285
1207	72-73	1.6243988189572605
1207	74-75	1.7449312296454806
1207	76-77	1.6925201992770553
1207	78-79	1.5159741672070055
1207	80-81	1.5007315307716809
1207	82-83	1.5231302622006382
1207	84-85	1.4971900905452529
1207	86-87	1.2677498955085866
1207	88-89	1.4643036100852918
1207	90-91	1.4521209156712196
1207	92-93	1.2066184323599707
1207	94-95	1.3472457849133228
1207	96-97	1.3668599610090197
1207	98-99	1.661850976713513
1207	100-101	1.8930484651169444
1208	1	0.09232658530363125
1208	2	-0.010201492758916686
1208	3	-0.005870922874628093
1208	4	0.055992042183291346
1208	5	0.07346934627355495
1208	6	0.19046002037246268
1208	7	0.3625181634903356
1208	8	0.08035172689391601
1208	9	0.3436867135414232
1208	10-11	0.29145780405062993
1208	12-13	0.1325270142302486
1208	14-15	0.3489137131990532
1208	16-17	0.3862447607400199
1208	18-19	0.3169722157153032
1208	20-21	0.10469986991476787
1208	22-23	0.09078692701874047
1208	24-25	0.47192869131554716
1208	26-27	0.6066652660303617
1208	28-29	0.8075227849741324
1208	30-31	0.5680870372070217
1208	32-33	0.9953287944689251
1208	34-35	1.1550619217226412
1208	36-37	1.1431185473262389
1208	38-39	1.299538913276237
1208	40-41	1.3276172273326026
1208	42-43	1.058925635786089
1208	44-45	0.8750559425092632
1208	46-47	1.1819507815649146
1208	48-49	1.4484571300541589
1208	50-51	1.3443281256748563
1208	52-53	1.3500087517558796
1208	54-55	1.5255169801173452
1208	56-57	1.4259627686796108
1208	58-59	1.5982865076021682
1208	60-61	1.153464168216658
1208	62-63	0.9951805145542139
1208	64-65	1.2776461336209124
1208	66-67	1.1262827231370096
1208	68-69	0.8395605854779262
1208	70-71	0.7563645888257255
1208	72-73	0.678079322572323
1208	74-75	0.5558418504382985
1208	76-77	0.8204963897532451
1208	78-79	0.8036829680048143
1208	80-81	0.7077715457305445
1208	82-83	0.9064199655165197
1208	84-85	0.9334591007671378
1208	86-87	1.0497867940376295
1208	88-89	0.8183767838574205
1208	90-91	0.47268935247002375
1208	92-93	0.6716988362492735
1208	94-95	0.40020950967023694
1208	96-97	0.08309344393098428
1208	98-99	0.49719440727945496
1208	100-101	0.6178832943365897
1209	1	0.2881393931854035
1209	2	0.19033216898164085
1209	3	-0.03378553699614173
1209	4	-0.11231666060816536
1209	5	0.2918601508712584
1209	6	0.22966363285193836
1209	7	-0.09889398757698586
1209	8	-0.0339750382949191
1209	9	-0.041165503207345466
1209	10-11	-0.027097204159552746
1209	12-13	-0.17904934044955922
1209	14-15	-0.08437856923116271
1209	16-17	0.15564131246416224
1209	18-19	0.1427111319714669
1209	20-21	0.23011037894596598
1209	22-23	0.2284100797280928
1209	24-25	0.32732688507581287
1209	26-27	0.14186641545565237
1209	28-29	-0.2785814843197869
1209	30-31	0.5375041143827275
1209	32-33	0.6251522755855135
1209	34-35	0.44744697919391285
1209	36-37	0.5176054110372448
1209	38-39	0.5180323451317363
1209	40-41	0.5630441567250486
1209	42-43	0.6922384436678612
1209	44-45	1.0165789310150117
1209	46-47	0.7744179408424188
1209	48-49	1.1684899707766547
1209	50-51	1.096996434377644
1209	52-53	1.2140276351713197
1209	54-55	1.1174710031058552
1209	56-57	1.2966524238520236
1209	58-59	1.0517963598189155
1209	60-61	0.811920654259346
1209	62-63	1.1558948002684986
1209	64-65	1.3047397296800298
1209	66-67	1.6378796032683738
1209	68-69	1.5312683030477103
1209	70-71	1.4240575280703922
1209	72-73	1.1699717692061427
1209	74-75	1.0752384021624337
1209	76-77	1.0102541894248418
1209	78-79	0.8102511125039911
1209	80-81	1.2031533191295551
1209	82-83	0.9792853185542825
1209	84-85	1.0046824176801081
1209	86-87	1.1306570731837695
1209	88-89	1.276402235417354
1209	90-91	1.216531717002045
1209	92-93	1.3518096736876934
1209	94-95	1.385739066320479
1209	96-97	1.3738364652774564
1209	98-99	1.3408930936505534
1209	100-101	1.2780844437618768
1210	1	0.015795973058732926
1210	2	0.19643116030230345
1210	3	0.28664608392809043
1210	4	0.39272673606084396
1210	5	0.03265301974294488
1210	6	0.24233076867178482
1210	7	0.19925285736788823
1210	8	0.12201839356058031
1210	9	0.016305761160467114
1210	10-11	0.0465598448669553
1210	12-13	0.22946578974044485
1210	14-15	-0.31520193305945554
1210	16-17	-0.08186748415793232
1210	18-19	0.13074772591938455
1210	20-21	0.12255701277190667
1210	22-23	0.07335495422961458
1210	24-25	-0.09057130868445284
1210	26-27	-0.11569867954786872
1210	28-29	-0.6741949021006945
1210	30-31	-0.8154163641535206
1210	32-33	-0.6870691647147424
1210	34-35	-1.0545469218147687
1210	36-37	-2.022272609136337
1210	38-39	-1.9372808146149154
1210	40-41	-1.3756140651844078
1210	42-43	-2.1277240240778568
1210	44-45	-2.6279202479669266
1210	46-47	-2.6824199667344075
1210	48-49	-3.3474612372927837
1210	50-51	-3.1616242552775304
1210	52-53	-3.7346000917815303
1210	54-55	-4.124142883828235
1210	56-57	-5.021316142885013
1210	58-59	-4.499927778112124
1210	60-61	-4.815923586885383
1210	62-63	-4.8407038391872845
1210	64-65	-4.297183798351874
1210	66-67	-4.562917957135106
1210	68-69	-4.049895196835003
1210	70-71	-4.292104798929373
1210	72-73	-5.164182582189582
1210	74-75	-4.594243183575308
1210	76-77	-4.324486603444036
1210	78-79	-3.8867932224713826
1210	80-81	-4.142143420255852
1210	82-83	-4.184566429041311
1210	84-85	-4.120112327804289
1210	86-87	-4.0845669474589705
1210	88-89	-3.8699735562786337
1210	90-91	-4.557922892427936
1210	92-93	-3.91291000728814
1210	94-95	-4.136780286248129
1210	96-97	-4.024474583279904
1210	98-99	-4.173298789999457
1210	100-101	-3.7549908553232747
1211	1	0.09507383805088665
1211	2	0.1917215841641564
1211	3	0.295411128407423
1211	4	0.18236566855691905
1211	5	-0.07488230207809465
1211	6	-0.018789063876624823
1211	7	-0.07154777057559869
1211	8	0.1211026426448285
1211	9	-0.017577022722313984
1211	10-11	-0.23647259887977157
1211	12-13	-0.1508978941946637
1211	14-15	-0.11674562746028982
1211	16-17	-0.037061100065834296
1211	18-19	-0.6738702751271859
1211	20-21	-0.7634319982171007
1211	22-23	-0.6269328532010405
1211	24-25	-1.0479888911020296
1211	26-27	-1.357849385984288
1211	28-29	-1.6533288633775172
1211	30-31	-1.7721144279944383
